Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
El Hob El Kebir,Ragheb Alama,2004,315640,4,0.621,0.965,7,-3.887,0,0.0431,0.00248,0.000169,0.119,0.809,144.971,47,World
Raga Charu Keshi,Ravi Shankar,1967,815464,4,0.508,0.592,1,-13.472,1,0.0665,0.134,0.765,0.0945,0.548,135.963,16,World
Raga Hamsadhwani - Digitally Remastered,Ravi Shankar,1967,557278,4,0.503,0.354,1,-15.589,1,0.0409,0.748,0.046,0.0732,0.279,113.802,10,World
Raga Mishra Piloo - Remastered,Ravi Shankar,1967,1472120,4,0.424,0.54,1,-13.374,0,0.0484,0.523,0.172,0.395,0.308,133.038,11,World
Raga Puriya Dhanashri - Remastered,Ravi Shankar,1967,682613,4,0.42,0.258,1,-22.23,1,0.049,0.223,0.37,0.213,0.168,155.995,10,World
Raga- Manj Khamaj,Ravi Shankar,1967,3060650,4,0.488,0.583,6,-11.502,1,0.0523,0.54,0.479,0.949,0.592,113.112,10,World
Raga- Sindhi Bhairavi,Ravi Shankar,1967,1578048,3,0.373,0.665,6,-11.478,1,0.0563,0.511,0.674,0.756,0.587,149.141,4,World
Dhun,Ravi Shankar,1969,168240,4,0.446,0.446,1,-17.428,1,0.0665,0.218,0.272,0.186,0.862,149.163,27,World
Dounia,Rokia Traoré,2004,380613,4,0.568,0.433,4,-12.363,0,0.0582,0.909,0.00286,0.126,0.617,89.019,14,World
Kele mandi,Rokia Traoré,2004,249240,4,0.413,0.0836,4,-16.26,0,0.0427,0.95,0.00296,0.175,0.508,169.759,3,World
Laidu,Rokia Traoré,2005,386973,4,0.702,0.269,10,-15.172,0,0.0365,0.626,0.0406,0.125,0.397,99.747,48,World
Dark End of the Street,Ry Cooder,1976,207040,4,0.499,0.0928,7,-16.868,1,0.0405,0.671,0.557,0.185,0.192,119.739,28,World
Vigilante Man,Ry Cooder,1976,255560,4,0.578,0.0563,0,-21.523,0,0.0421,0.742,0.000105,0.109,0.323,75.845,24,World
He'll Have to Go,Ry Cooder,1977,309240,4,0.413,0.291,5,-14.624,1,0.0339,0.3,0,0.238,0.777,181.975,33,World
Crazy 'Bout an Automobile (Every Woman I Know),Ry Cooder,1979,307000,4,0.691,0.355,3,-19.491,1,0.0599,0.0768,0,0.0643,0.794,144.489,18,World
"Paris,Texas",Ry Cooder,1985,174760,5,0.359,0.00681,7,-20.957,1,0.0602,0.945,0.158,0.0581,0.205,128.713,46,World
Smack Dab in the Middle,Ry Cooder,1988,199893,4,0.79,0.381,10,-14.575,1,0.0402,0.517,0.00000225,0.0922,0.862,124.815,24,World
Africa,Salif Keita,1987,359706,4,0.745,0.898,7,-8.882,1,0.0448,0.275,0.0476,0.342,0.943,110.944,24,World
Laban,Salif Keita,1987,448960,4,0.524,0.754,5,-7.799,0,0.0542,0.227,0.00133,0.0638,0.683,104.98,30,World
Sina (Soumbouya),Salif Keita,1987,289293,4,0.665,0.765,0,-14.979,0,0.0476,0.472,0.0379,0.123,0.801,110.69,11,World
Namory,Salif Keita,1990,582333,4,0.472,0.208,5,-17.332,1,0.0454,0.734,0.0527,0.131,0.558,141.239,22,World
Tekere,Salif Keita,2006,393626,4,0.784,0.887,5,-8.855,1,0.0336,0.286,0.0438,0.495,0.949,112.977,17,World
Ani Maamin Through the Ages,Simcha Leiner,2005,304295,4,0.324,0.457,6,-6.697,1,0.0351,0.531,0,0.477,0.543,139.315,30,World
Kol Haolam Kulo,Simcha Leiner,2005,208593,4,0.439,0.379,0,-5.987,0,0.0319,0.0319,0.00000307,0.104,0.145,127.917,25,World
Mi Shebeirach L'tzahal,Simcha Leiner,2005,175037,4,0.235,0.478,0,-5.779,0,0.0341,0.242,0.0000256,0.389,0.364,133.976,28,World
Air - 2010 Remaster,The Incredible String Band,1968,194733,3,0.211,0.118,0,-19.011,1,0.0355,0.979,0.335,0.115,0.0687,113.574,26,World
Chinese White - 2010 Remaster,The Incredible String Band,1968,217733,4,0.376,0.217,0,-11.523,1,0.0302,0.79,0,0.0967,0.17,95.427,17,World
Letter,The Incredible String Band,1969,189266,4,0.556,0.69,5,-8.692,1,0.0484,0.514,0.000823,0.287,0.821,141.418,5,World
The First Girl I Loved - 2010 Remaster,The Incredible String Band,2010,291240,4,0.566,0.353,10,-11.868,1,0.0333,0.55,0,0.227,0.356,117.623,23,World
The Minotaur's Song - 2010 Remaster,The Incredible String Band,2010,196986,4,0.558,0.535,7,-8.652,1,0.0388,0.816,0,0.765,0.526,121.628,16,World
Tom Dooley,The Kingston Trio,1958,183973,4,0.649,0.144,4,-13.986,1,0.0418,0.806,0.00000455,0.105,0.458,125.74,41,World
The Tijuana Jail - 1990 Digital Remaster,The Kingston Trio,1990,170906,4,0.451,0.263,7,-13.567,1,0.0313,0.795,0,0.108,0.62,155.891,28,World
Mahine Me,Vieux Farka Touré,2006,160487,4,0.477,0.892,6,-6.731,0,0.164,0.0511,0.708,0.143,0.86,142.078,45,World
Tongo Barra,Vieux Farka Touré,2008,333150,4,0.653,0.739,8,-7.122,0,0.0337,0.231,0.109,0.137,0.865,112.848,52,World
Mali,Vieux Farka Touré,2009,275173,3,0.478,0.816,5,-7.004,1,0.0432,0.783,0.856,0.289,0.806,170.002,11,World
Savanne,Vieux Farka Touré,2009,316093,4,0.562,0.608,11,-11.106,0,0.0438,0.219,0.816,0.0581,0.526,147.405,52,World
Diabaté,Vieux Farka Touré,2010,557906,4,0.708,0.133,11,-11.231,0,0.0612,0.945,0.876,0.226,0.462,117.848,8,World
Fafa,Vieux Farka Touré,2012,303466,4,0.435,0.606,10,-5.614,1,0.0342,0.724,0.277,0.18,0.374,92.749,29,World
Courage,Vieux Farka Touré,2013,261173,4,0.687,0.576,9,-6.621,1,0.0356,0.409,0.0169,0.0544,0.817,89.007,6,World
Salimata,Youssou N'Dour,1988,254133,5,0.634,0.818,0,-6.085,1,0.0661,0.0328,0.012,0.158,0.686,119.598,20,World
Mame Bamba,Youssou N'Dour,1990,296893,4,0.662,0.577,10,-14.089,1,0.0556,0.377,0.00241,0.12,0.665,140.991,16,World
7 Seconds (feat. Neneh Cherry),Youssou N'Dour,1994,306226,4,0.679,0.659,1,-10.826,0,0.0269,0.0771,0.00000412,0.316,0.528,154.171,47,World
Birima,Youssou N'Dour,1995,228373,4,0.692,0.737,10,-7.042,1,0.0512,0.254,0.0174,0.112,0.808,105.754,18,World
Set,Youssou N'Dour,2004,226826,4,0.733,0.73,0,-11.056,1,0.0479,0.0424,0.000101,0.0282,0.84,146.213,25,World
Africa Remembers,Youssou N'Dour,2007,560466,4,0.696,0.378,5,-16.181,0,0.0797,0.444,0.0194,0.085,0.551,97.677,8,World
Wiri-Wiri,Youssou N'Dour,2007,247466,4,0.654,0.516,5,-10.325,1,0.0707,0.304,0.000235,0.11,0.259,83.013,5,World
Breakdown Dead Ahead,Boz Scaggs,1980,277000,4,0.585,0.762,7,-9.888,1,0.0416,0.196,0.00221,0.259,0.459,145.92,39,Pop
Gimme Little Sign,Brenton Wood,1967,141000,4,0.742,0.663,10,-5.06,0,0.0321,0.154,0,0.197,0.913,113.005,57,Pop
One Toke Over The Line,Brewer & Shipley,1971,199000,4,0.581,0.806,0,-8.158,1,0.0335,0.156,0.00000453,0.215,0.87,77.496,46,Pop
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1960,143000,4,0.814,0.427,2,-11.543,1,0.0918,0.558,0,0.0248,0.964,123.109,55,Pop
Beautiful That Way,Noa,2001,157521,4,0.573,0.164,4,-12.046,1,0.032,0.665,0.0000621,0.293,0.644,131.187,35,World
Ave Maria,Noa,2003,262133,4,0.319,0.119,4,-17.028,1,0.0311,0.875,0.00000144,0.111,0.0991,94.677,25,World
Mishaela,Noa,2004,188933,4,0.42,0.242,0,-15.891,1,0.0341,0.847,0.0000241,0.143,0.255,100.234,21,World
Allah Hoo Allah Hoo,Nusrat Fateh Ali Khan,1987,953480,4,0.496,0.593,2,-12.877,1,0.0643,0.58,0.113,0.309,0.699,109.068,17,World
Mera Piya Ghar Aaya,Nusrat Fateh Ali Khan,1987,685987,4,0.504,0.714,5,-10.755,1,0.0598,0.454,0.0146,0.834,0.811,122.005,19,World
Dillagi,Nusrat Fateh Ali Khan,1989,365171,4,0.638,0.726,1,-6.717,1,0.0457,0.0206,0.0000213,0.376,0.31,79.991,38,World
Kinna Sohna Tenu,Nusrat Fateh Ali Khan,1989,627362,4,0.478,0.623,8,-8.324,1,0.0758,0.276,0.0000019,0.366,0.691,109.318,33,World
Mast Nazron Se Allah Bachae,Nusrat Fateh Ali Khan,1989,380796,4,0.379,0.806,1,-6.665,1,0.0837,0.152,0,0.502,0.613,105.124,47,World
Yeh Jo Halka Halka Suroor Hai,Nusrat Fateh Ali Khan,1993,1394311,4,0.52,0.591,3,-13.536,1,0.06,0.397,0,0.632,0.831,136.768,28,World
Tere Bin Nahin Lagda - Remix,Nusrat Fateh Ali Khan,1999,343186,5,0.506,0.91,5,-6.903,1,0.0653,0.0602,0.000114,0.129,0.0901,126.629,31,World
Fatamorgana - Mirage,Ofra Haza,1984,301733,4,0.665,0.299,3,-15.428,1,0.0278,0.655,0.00182,0.186,0.423,114.011,2,World
Im Nin'alu,Ofra Haza,1984,318240,4,0.676,0.926,0,-10.471,1,0.0668,0.427,0.0202,0.0555,0.518,163.353,32,World
